month,state,soil type,seed type,weather condition,irrigation,fertilizer usage,pesticide usage,corn price(INR/kg),quality
August,Sikkim,Peaty soil,Hybrid,Warm and dry,Yes,350,41,40,Pure
September,Sikkim,Clay soil,Hybrid,Hot and dry,Yes,356,128,21,Discolored
May,Haryana,Peaty soil,Hybrid,Hot and humid,Yes,290,124,38,Silkcut
March,Meghalaya,Red soil,Hybrid,Warm and dry,Yes,150,30,47,Broken
January,Punjab,Sandy loam,Hybrid,Monsoon,Yes,120,20,25,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,279,32,22,Silkcut
February,Haryana,Clay loam,Open-pollinated,Cold and dry,Yes,269,31,42,Silkcut
August,Sikkim,Black soil,Open-pollinated,Monsoon,Yes,286,32,40,Discolored
January,Punjab,Red soil,Hybrid,Hot and dry,No,120,20,20,Pure
July,Mizoram,Sandy soil,Hybrid,Warm and dry,Yes,268,129,29,Discolored
October,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,181,30,25,Silkcut
March,Bihar,Alluvial soil,Hybrid,Warm and dry,Yes,180,104,28,Silkcut
March,Bihar,Black soil,Hybrid,Warm and dry,Yes,199,20,25,Broken
December,Sikkim,Red soil,Open-pollinated,Cold and dry,Yes,285,40,40,Discolored
December,Tripura,Sandy soil,Open-pollinated,Hot and humid,Yes,179,71,28,Silkcut
January,Jharkhand,Clay soil,Hybrid,Hot and humid,Yes,120,21,20,Pure
February,Mizoram,Red soil,Open-pollinated,Hot and dry,Yes,238,30,28,Broken
March,Uttar Pradesh,Sandy loam,Hybrid,Hot and humid,Yes,219,21,21,Silkcut
August,Meghalaya,Sandy soil,Hybrid,Monsoon,Yes,276,130,26,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,121,21,21,Pure
March,Uttar Pradesh,Clay soil,Hybrid,Warm and dry,Yes,179,40,26,Broken
August,Nagaland,Black soil,Open-pollinated,Warm and dry,Yes,245,31,43,Silkcut
December,Tripura,Sandy soil,Open-pollinated,Monsoon,Yes,259,129,40,Discolored
August,Punjab,Alluvial soil,Hybrid,Monsoon,Yes,290,23,21,Silkcut
January,Punjab,Clay soil,Hybrid,Hot and dry,No,259,20,21,Silkcut
March,Jharkhand,Clay loam,Hybrid,Warm and dry,Yes,296,40,25,Silkcut
May,Haryana,Black soil,Hybrid,Hot and humid,Yes,121,39,42,Discolored
December,Tripura,Peaty soil,Open-pollinated,Monsoon,Yes,197,30,31,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,24,Pure
February,Bihar,Black soil,Hybrid,Hot and humid,Yes,276,30,41,Silkcut
February,Bihar,Black soil,Hybrid,Warm and dry,Yes,281,31,21,Silkcut
August,Sikkim,Black soil,Hybrid,Warm and dry,Yes,280,127,41,Discolored
December,Mizoram,Alluvial soil,Open-pollinated,Warm and dry,Yes,264,130,43,Discolored
July,Haryana,Red soil,Open-pollinated,Monsoon,Yes,286,122,41,Silkcut
February,Haryana,Red soil,Open-pollinated,Warm and dry,Yes,240,71,26,Silkcut
February,Meghalaya,Clay loam,Hybrid,Monsoon,Yes,120,127,47,Silkcut
August,Haryana,Laterite soil,Open-pollinated,Warm and dry,No,148,31,41,Silkcut
April,Haryana,Red soil,Open-pollinated,Monsoon,Yes,281,124,41,Discolored
July,Assam,Clay loam,Open-pollinated,Monsoon,Yes,278,70,26,Pure
December,Nagaland,Alluvial soil,Hybrid,Monsoon,Yes,284,124,43,Discolored
February,Uttar Pradesh,Clay soil,Hybrid,Hot and humid,Yes,120,39,33,Broken
February,Haryana,Laterite soil,Hybrid,Warm and dry,Yes,249,29,31,Silkcut
January,Jharkhand,Peaty soil,Hybrid,Hot and dry,No,120,20,21,Pure
September,Meghalaya,Black soil,Hybrid,Hot and humid,Yes,180,129,29,Silkcut
March,Tripura,Black soil,Open-pollinated,Hot and humid,No,179,40,28,Silkcut
October,Bihar,Peaty soil,Hybrid,Warm and dry,Yes,217,125,25,Discolored
March,Nagaland,Black soil,Hybrid,Warm and dry,Yes,179,41,26,Pure
January,Nagaland,Black soil,Hybrid,Hot and dry,No,120,20,21,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,199,40,21,Broken
April,Mizoram,Clay soil,Open-pollinated,Monsoon,Yes,290,124,45,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,21,Pure
October,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,282,41,40,Broken
September,Sikkim,Alluvial soil,Open-pollinated,Monsoon,Yes,290,70,29,Silkcut
September,Sikkim,Red soil,Hybrid,Cold and dry,Yes,149,60,40,Pure
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,148,31,42,Silkcut
May,Sikkim,Red soil,Open-pollinated,Hot and dry,Yes,285,70,39,Silkcut
January,Uttar Pradesh,Black soil,Hybrid,Monsoon,No,120,20,21,Pure
February,Mizoram,Clay soil,Open-pollinated,Warm and dry,Yes,201,82,25,Pure
July,Assam,Clay loam,Open-pollinated,Warm and dry,Yes,178,124,31,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,179,41,28,Broken
January,Nagaland,Sandy loam,Hybrid,Hot and dry,Yes,120,22,21,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,41,20,Pure
January,Nagaland,Peaty soil,Hybrid,Hot and dry,No,120,20,21,Pure
November,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,151,30,21,Silkcut
February,Meghalaya,Peaty soil,Open-pollinated,Warm and dry,Yes,342,72,30,Silkcut
January,Punjab,Clay soil,Hybrid,Hot and dry,No,120,21,20,Pure
July,Meghalaya,Sandy loam,Hybrid,Warm and dry,Yes,121,124,25,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,20,Pure
October,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,219,40,24,Pure
April,Jharkhand,Clay soil,Hybrid,Hot and dry,No,287,39,38,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,30,30,Silkcut
February,Uttar Pradesh,Peaty soil,Open-pollinated,Cold and dry,Yes,344,31,25,Silkcut
February,Mizoram,Alluvial soil,Open-pollinated,Monsoon,Yes,268,31,26,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and humid,No,120,20,21,Pure
March,Meghalaya,Sandy loam,Hybrid,Hot and humid,Yes,120,59,30,Pure
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,285,31,45,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,181,30,21,Silkcut
March,Jharkhand,Clay loam,Open-pollinated,Hot and dry,Yes,292,31,26,Pure
January,Jharkhand,Peaty soil,Hybrid,Hot and dry,No,278,91,20,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,21,Pure
March,Haryana,Black soil,Hybrid,Hot and humid,Yes,199,106,28,Silkcut
December,Tripura,Sandy soil,Hybrid,Warm and dry,Yes,179,30,21,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,146,30,28,Silkcut
August,Haryana,Sandy loam,Open-pollinated,Warm and dry,Yes,150,32,21,Silkcut
January,Nagaland,Red soil,Hybrid,Hot and dry,No,290,80,21,Pure
February,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,179,126,20,Pure
August,Tripura,Laterite soil,Hybrid,Monsoon,Yes,120,71,40,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,150,32,30,Silkcut
March,Mizoram,Black soil,Open-pollinated,Hot and humid,Yes,283,130,27,Pure
June,Haryana,Sandy soil,Open-pollinated,Hot and dry,Yes,284,104,31,Pure
May,Bihar,Black soil,Open-pollinated,Hot and humid,Yes,297,81,31,Silkcut
March,Haryana,Alluvial soil,Hybrid,Hot and humid,Yes,201,39,31,Pure
December,Mizoram,Red soil,Open-pollinated,Warm and dry,Yes,353,127,39,Silkcut
June,West Bengal,Black soil,Open-pollinated,Hot and humid,Yes,222,30,25,Silkcut
September,Nagaland,Clay soil,Open-pollinated,Warm and dry,Yes,298,105,42,Pure
March,Sikkim,Red soil,Open-pollinated,Warm and dry,Yes,276,91,30,Silkcut
October,Jharkhand,Black soil,Hybrid,Monsoon,Yes,267,126,36,Pure
August,Sikkim,Alluvial soil,Hybrid,Cold and dry,Yes,218,126,41,Discolored
September,Haryana,Alluvial soil,Open-pollinated,Warm and dry,Yes,149,30,31,Silkcut
July,Jharkhand,Clay soil,Hybrid,Warm and dry,Yes,234,128,29,Silkcut
April,Sikkim,Black soil,Open-pollinated,Cold and dry,Yes,293,129,42,Silkcut
August,Meghalaya,Laterite soil,Open-pollinated,Hot and humid,Yes,120,30,21,Silkcut
November,Jharkhand,Clay soil,Hybrid,Warm and dry,Yes,286,30,44,Discolored
December,Punjab,Sandy soil,Open-pollinated,Warm and dry,Yes,284,50,39,Broken
December,Haryana,Red soil,Open-pollinated,Warm and dry,Yes,150,29,32,Silkcut
May,Jharkhand,Red soil,Hybrid,Hot and humid,Yes,120,130,27,Pure
January,Punjab,Sandy loam,Hybrid,Hot and humid,Yes,120,21,24,Pure
March,Mizoram,Peaty soil,Open-pollinated,Warm and dry,Yes,149,126,27,Broken
February,Haryana,Black soil,Hybrid,Warm and dry,Yes,359,71,29,Broken
October,Assam,Sandy loam,Hybrid,Monsoon,Yes,120,71,37,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,182,41,24,Pure
March,Haryana,Black soil,Hybrid,Warm and dry,Yes,181,102,30,Silkcut
March,Nagaland,Black soil,Hybrid,Hot and humid,Yes,301,130,45,Pure
December,Jharkhand,Laterite soil,Hybrid,Hot and humid,Yes,267,40,29,Discolored
October,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,179,40,21,Broken
February,Haryana,Alluvial soil,Open-pollinated,Warm and dry,Yes,148,31,22,Silkcut
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,149,31,43,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,32,44,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,23,Silkcut
October,Nagaland,Sandy soil,Hybrid,Hot and humid,Yes,121,20,26,Pure
December,Mizoram,Alluvial soil,Hybrid,Warm and dry,Yes,246,40,29,Discolored
March,Haryana,Black soil,Hybrid,Warm and dry,Yes,178,39,23,Silkcut
April,Jharkhand,Clay loam,Hybrid,Warm and dry,Yes,345,70,40,Discolored
January,Uttar Pradesh,Sandy loam,Hybrid,Hot and dry,No,120,20,22,Pure
January,Meghalaya,Black soil,Hybrid,Monsoon,No,305,127,40,Pure
March,Nagaland,Black soil,Hybrid,Hot and humid,Yes,122,41,28,Broken
December,Jharkhand,Laterite soil,Hybrid,Monsoon,Yes,266,129,38,Pure
August,Meghalaya,Laterite soil,Hybrid,Hot and humid,Yes,283,125,39,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,31,27,Silkcut
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,147,30,21,Silkcut
January,Jharkhand,Clay soil,Hybrid,Hot and dry,Yes,120,22,20,Pure
May,Uttar Pradesh,Peaty soil,Hybrid,Warm and dry,Yes,293,41,31,Broken
December,Mizoram,Red soil,Hybrid,Hot and humid,Yes,287,129,42,Broken
April,Mizoram,Peaty soil,Open-pollinated,Warm and dry,Yes,254,125,28,Pure
August,Tripura,Sandy soil,Open-pollinated,Monsoon,Yes,280,103,39,Discolored
March,Uttar Pradesh,Alluvial soil,Hybrid,Hot and humid,Yes,247,39,24,Silkcut
August,Haryana,Red soil,Open-pollinated,Cold and dry,Yes,247,29,29,Silkcut
February,Sikkim,Red soil,Open-pollinated,Warm and dry,Yes,308,109,27,Silkcut
November,Mizoram,Sandy soil,Open-pollinated,Hot and humid,Yes,276,123,27,Broken
February,Mizoram,Red soil,Hybrid,Hot and humid,Yes,296,29,22,Broken
August,Haryana,Alluvial soil,Open-pollinated,Hot and humid,Yes,152,28,26,Silkcut
January,Punjab,Red soil,Hybrid,Hot and dry,No,120,21,26,Pure
December,Nagaland,Black soil,Hybrid,Hot and humid,Yes,197,70,41,Silkcut
March,Jharkhand,Black soil,Hybrid,Cold and dry,Yes,180,40,27,Broken
February,Haryana,Peaty soil,Open-pollinated,Monsoon,Yes,239,68,42,Discolored
February,Meghalaya,Black soil,Open-pollinated,Hot and humid,Yes,179,71,27,Silkcut
March,Mizoram,Alluvial soil,Hybrid,Warm and dry,Yes,150,31,42,Silkcut
March,Nagaland,Black soil,Hybrid,Warm and dry,Yes,242,79,23,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,30,Silkcut
January,Punjab,Red soil,Hybrid,Hot and dry,No,120,20,26,Pure
March,Nagaland,Black soil,Hybrid,Hot and humid,Yes,250,40,44,Broken
January,Jharkhand,Sandy loam,Open-pollinated,Hot and dry,No,120,21,23,Pure
March,Nagaland,Red soil,Hybrid,Hot and humid,Yes,287,51,40,Pure
May,Bihar,Red soil,Hybrid,Monsoon,Yes,203,89,41,Broken
March,Sikkim,Clay soil,Hybrid,Hot and humid,Yes,272,102,27,Pure
February,Haryana,Black soil,Open-pollinated,Warm and dry,Yes,153,31,29,Silkcut
October,Meghalaya,Black soil,Hybrid,Hot and humid,Yes,120,40,44,Silkcut
March,Sikkim,Clay soil,Hybrid,Warm and dry,Yes,289,30,47,Silkcut
December,Assam,Clay soil,Hybrid,Hot and dry,Yes,285,104,20,Pure
January,Haryana,Sandy loam,Open-pollinated,Hot and dry,No,122,21,21,Pure
April,Haryana,Peaty soil,Open-pollinated,Monsoon,Yes,264,126,41,Discolored
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,237,41,29,Silkcut
February,Haryana,Black soil,Open-pollinated,Warm and dry,Yes,180,29,33,Silkcut
September,Haryana,Clay loam,Hybrid,Hot and humid,Yes,282,31,44,Pure
January,Sikkim,Clay soil,Hybrid,Hot and dry,No,120,80,21,Pure
July,Uttar Pradesh,Red soil,Hybrid,Hot and humid,Yes,274,41,21,Broken
March,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,181,40,24,Silkcut
March,Mizoram,Clay soil,Hybrid,Hot and humid,Yes,120,21,37,Discolored
February,Assam,Red soil,Hybrid,Hot and humid,Yes,148,127,42,Pure
December,Sikkim,Clay soil,Hybrid,Monsoon,Yes,279,126,44,Silkcut
March,Meghalaya,Red soil,Open-pollinated,Warm and dry,Yes,178,30,42,Discolored
December,Jharkhand,Red soil,Open-pollinated,Warm and dry,Yes,286,30,26,Pure
February,Haryana,Alluvial soil,Open-pollinated,Warm and dry,Yes,149,30,45,Silkcut
April,Meghalaya,Alluvial soil,Open-pollinated,Hot and humid,Yes,150,103,44,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,No,149,31,29,Silkcut
May,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,355,125,25,Broken
September,Nagaland,Peaty soil,Hybrid,Hot and humid,Yes,121,125,41,Broken
January,Jharkhand,Clay soil,Hybrid,Hot and dry,No,299,20,26,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,20,Pure
January,Nagaland,Alluvial soil,Hybrid,Hot and dry,No,120,41,29,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,21,21,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,276,31,26,Silkcut
May,Uttar Pradesh,Black soil,Hybrid,Warm and dry,Yes,219,126,32,Broken
August,Sikkim,Laterite soil,Hybrid,Hot and humid,Yes,283,102,39,Discolored
October,Jharkhand,Red soil,Hybrid,Hot and humid,Yes,181,41,40,Broken
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,217,123,21,Pure
July,Jharkhand,Black soil,Open-pollinated,Hot and humid,Yes,356,70,41,Silkcut
January,Sikkim,Alluvial soil,Open-pollinated,Warm and dry,Yes,180,30,22,Silkcut
October,Haryana,Clay soil,Hybrid,Warm and dry,Yes,273,60,28,Discolored
September,Haryana,Sandy soil,Open-pollinated,Hot and humid,Yes,281,123,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,275,30,21,Silkcut
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,292,29,29,Silkcut
December,Assam,Clay soil,Open-pollinated,Hot and humid,Yes,289,40,38,Discolored
December,Nagaland,Clay loam,Hybrid,Warm and dry,Yes,294,30,29,Discolored
March,Punjab,Alluvial soil,Hybrid,Warm and dry,Yes,302,79,30,Broken
March,Jharkhand,Clay loam,Hybrid,Monsoon,Yes,121,104,21,Pure
August,Sikkim,Clay soil,Hybrid,Monsoon,Yes,273,90,46,Discolored
January,Sikkim,Clay soil,Hybrid,Cold and dry,Yes,288,128,43,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,290,31,21,Silkcut
October,Jharkhand,Alluvial soil,Hybrid,Hot and dry,Yes,120,126,40,Pure
August,Nagaland,Black soil,Hybrid,Monsoon,Yes,244,58,39,Broken
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,273,50,40,Broken
February,Meghalaya,Laterite soil,Open-pollinated,Hot and humid,Yes,347,29,27,Silkcut
October,Tripura,Black soil,Hybrid,Hot and humid,Yes,178,30,29,Silkcut
January,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,120,40,28,Pure
January,Punjab,Sandy loam,Hybrid,Monsoon,Yes,218,121,37,Pure
September,Bihar,Black soil,Hybrid,Warm and dry,Yes,222,21,32,Silkcut
October,Tripura,Clay loam,Hybrid,Warm and dry,Yes,180,123,42,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,181,40,27,Broken
December,Meghalaya,Red soil,Open-pollinated,Cold and dry,Yes,281,31,28,Discolored
August,Meghalaya,Clay loam,Open-pollinated,Hot and dry,Yes,342,124,44,Silkcut
February,Tripura,Clay loam,Open-pollinated,Cold and dry,No,149,30,30,Silkcut
March,West Bengal,Clay soil,Open-pollinated,Hot and humid,Yes,287,41,31,Broken
January,Haryana,Sandy loam,Hybrid,Monsoon,Yes,180,21,41,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,249,41,29,Broken
February,Jharkhand,Red soil,Open-pollinated,Warm and dry,Yes,179,31,42,Silkcut
January,Haryana,Sandy loam,Hybrid,Hot and dry,No,120,79,30,Pure
October,Jharkhand,Sandy loam,Hybrid,Hot and humid,No,182,71,21,Broken
November,Haryana,Sandy soil,Open-pollinated,Cold and dry,Yes,199,125,43,Pure
June,Mizoram,Alluvial soil,Hybrid,Warm and dry,Yes,150,71,29,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,286,31,25,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Warm and dry,Yes,180,39,21,Broken
March,West Bengal,Black soil,Open-pollinated,Hot and humid,Yes,285,70,45,Pure
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,150,30,21,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Monsoon,Yes,120,101,39,Broken
February,Haryana,Black soil,Open-pollinated,Hot and humid,Yes,288,30,31,Discolored
February,Bihar,Alluvial soil,Open-pollinated,Warm and dry,Yes,254,30,25,Silkcut
August,Mizoram,Clay soil,Open-pollinated,Monsoon,Yes,273,32,27,Silkcut
April,Mizoram,Clay soil,Open-pollinated,Warm and dry,Yes,288,32,43,Discolored
March,Haryana,Black soil,Hybrid,Warm and dry,Yes,151,41,29,Broken
February,Meghalaya,Red soil,Open-pollinated,Warm and dry,Yes,276,104,45,Discolored
December,Uttar Pradesh,Sandy soil,Hybrid,Hot and humid,Yes,178,40,22,Broken
June,Meghalaya,Red soil,Open-pollinated,Monsoon,Yes,122,104,43,Discolored
June,Haryana,Black soil,Hybrid,Hot and humid,Yes,276,40,21,Silkcut
August,Sikkim,Clay soil,Open-pollinated,Cold and dry,Yes,297,81,47,Discolored
October,Haryana,Black soil,Open-pollinated,Hot and humid,Yes,150,30,28,Silkcut
December,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,281,32,27,Silkcut
March,Sikkim,Black soil,Hybrid,Monsoon,No,278,40,21,Pure
January,Tripura,Sandy loam,Hybrid,Hot and dry,No,147,21,23,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,21,Pure
December,West Bengal,Black soil,Hybrid,Monsoon,Yes,176,129,40,Discolored
September,Tripura,Clay soil,Hybrid,Monsoon,Yes,283,103,39,Discolored
February,Jharkhand,Alluvial soil,Open-pollinated,Warm and dry,Yes,285,90,23,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,25,Silkcut
February,Meghalaya,Sandy soil,Open-pollinated,Hot and humid,Yes,243,41,40,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,280,31,29,Silkcut
May,Jharkhand,Black soil,Hybrid,Hot and humid,No,291,21,27,Pure
October,Nagaland,Clay loam,Open-pollinated,Warm and dry,Yes,269,41,24,Silkcut
February,Haryana,Black soil,Open-pollinated,Hot and humid,Yes,201,29,20,Pure
February,Jharkhand,Red soil,Hybrid,Monsoon,Yes,120,68,21,Pure
April,Haryana,Alluvial soil,Open-pollinated,Warm and dry,Yes,267,106,21,Broken
January,Nagaland,Red soil,Hybrid,Hot and humid,Yes,179,41,28,Broken
March,Mizoram,Black soil,Hybrid,Hot and dry,Yes,120,41,20,Pure
August,Sikkim,Peaty soil,Hybrid,Cold and dry,Yes,281,124,42,Discolored
April,Sikkim,Red soil,Hybrid,Monsoon,Yes,289,93,41,Discolored
December,Sikkim,Clay loam,Open-pollinated,Hot and humid,Yes,272,21,35,Silkcut
March,Nagaland,Black soil,Hybrid,Hot and humid,Yes,290,130,28,Broken
July,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,271,40,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,247,30,27,Silkcut
October,Mizoram,Red soil,Open-pollinated,Cold and dry,Yes,299,106,42,Silkcut
April,Tripura,Laterite soil,Open-pollinated,Warm and dry,Yes,298,71,28,Broken
January,Assam,Sandy loam,Hybrid,Hot and humid,Yes,278,40,38,Silkcut
April,Assam,Red soil,Open-pollinated,Warm and dry,Yes,299,41,30,Broken
May,Bihar,Black soil,Hybrid,Hot and humid,Yes,274,122,45,Discolored
July,Jharkhand,Clay loam,Hybrid,Cold and dry,Yes,298,40,45,Discolored
February,Mizoram,Clay loam,Open-pollinated,Warm and dry,Yes,150,31,22,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,151,31,21,Silkcut
January,Punjab,Black soil,Hybrid,Hot and dry,Yes,121,21,23,Pure
February,Haryana,Black soil,Hybrid,Warm and dry,Yes,291,30,21,Silkcut
February,West Bengal,Laterite soil,Open-pollinated,Warm and dry,Yes,178,70,26,Silkcut
May,Bihar,Clay soil,Open-pollinated,Warm and dry,Yes,283,20,21,Pure
January,Sikkim,Sandy loam,Hybrid,Hot and dry,No,179,107,41,Pure
August,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,146,31,25,Silkcut
April,Tripura,Clay soil,Hybrid,Hot and humid,Yes,148,41,27,Broken
May,Jharkhand,Black soil,Hybrid,Cold and dry,Yes,120,129,24,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,25,Silkcut
May,Tripura,Red soil,Open-pollinated,Warm and dry,Yes,248,31,28,Silkcut
July,Haryana,Red soil,Open-pollinated,Warm and dry,Yes,183,106,47,Discolored
January,Assam,Sandy loam,Hybrid,Hot and dry,No,120,20,20,Pure
January,Meghalaya,Alluvial soil,Open-pollinated,Warm and dry,Yes,121,60,26,Pure
October,Mizoram,Peaty soil,Hybrid,Warm and dry,Yes,120,71,29,Silkcut
February,Sikkim,Clay soil,Open-pollinated,Warm and dry,Yes,283,30,42,Silkcut
August,Sikkim,Black soil,Open-pollinated,Monsoon,Yes,282,127,40,Discolored
July,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,288,128,42,Broken
January,Punjab,Clay soil,Hybrid,Hot and humid,No,120,124,20,Pure
October,Nagaland,Black soil,Hybrid,Hot and humid,Yes,280,110,42,Silkcut
September,Uttar Pradesh,Peaty soil,Hybrid,Hot and humid,Yes,287,40,21,Broken
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,22,25,Pure
February,Haryana,Clay loam,Open-pollinated,Hot and humid,Yes,296,32,31,Silkcut
March,Nagaland,Black soil,Open-pollinated,Warm and dry,Yes,179,61,29,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and humid,Yes,221,41,25,Pure
January,Haryana,Sandy soil,Hybrid,Hot and dry,No,284,39,28,Pure
February,Mizoram,Clay loam,Hybrid,Hot and humid,Yes,182,20,27,Broken
October,Sikkim,Sandy soil,Hybrid,Cold and dry,Yes,286,39,38,Discolored
January,Uttar Pradesh,Peaty soil,Hybrid,Hot and humid,Yes,248,60,30,Broken
August,Haryana,Red soil,Open-pollinated,Warm and dry,Yes,286,101,40,Silkcut
March,Haryana,Black soil,Hybrid,Hot and humid,Yes,280,41,27,Broken
April,Nagaland,Red soil,Hybrid,Cold and dry,Yes,293,101,40,Discolored
August,Meghalaya,Laterite soil,Open-pollinated,Hot and humid,Yes,281,127,38,Discolored
